ix_id,name,long_name,City,Country,Continent,net,fac,Cloudflare,Meta,Akamai,Microsoft,Netskope,Hurricane,Amazon,Fastly,Google,ACE CDN,TOTAL
1868,STHIX - Gothenburg,,Gothenburg,SE,Europe,12,2,10,0,0,0,0,0,0,0,0,0,10
1915,PIT Concepcion - PIT Chile,,Concepcion,CL,South America,7,1,10,0,0,0,0,0,0,0,0,0,10
1977,CLOUD-IX MSK,CLOUD-IX MSK,Moscow,RU,Europe,53,19,10,0,0,0,0,0,0,0,0,0,10
2062,Bharat IX - Mumbai,Bharat Internet Exchange in Mumbai,Mumbai,IN,Asia Pacific,2,0,10,0,0,0,0,0,0,0,0,0,10
2066,IXP.MX - Mexico City,,Ciudad de México,MX,North America,6,1,10,0,0,0,0,0,0,0,0,0,10
2070,MonctonIX,Moncton Internet Exchange,Moncton,CA,North America,10,1,0,0,0,0,0,10,0,0,0,0,10
2253,ix.kw,Kuwait Internet Exchange,Kuwait City,KW,Middle East,15,2,0,0,0,0,0,0,0,0,10,0,10
2355,btIX,Bhutan Internet Exchange,Thimphu,BT,Asia Pacific,15,1,10,0,0,0,0,0,0,0,0,0,10
2452,UNM-Exch Canada-West,UNMETERED.Exchange,Vancouver,CA,North America,64,2,0,0,0,0,0,10,0,0,0,0,10
2584,CANIX Ottawa,,Ottawa / Gatineau,CA,North America,15,1,0,0,0,0,0,10,0,0,0,0,10
2672,DACS-IX East,DACS-IX East Region,Washington DC,US,North America,15,5,0,0,0,0,0,10,0,0,0,0,10
2776,CSIX,CloudSingularity Internet Exchange,Vancouver,CA,North America,16,4,0,0,0,0,0,10,0,0,0,0,10
3018,PITER-IX Tallinn,PITER-IX Tallin,Tallinn,EE,Europe,68,2,0,0,0,0,0,10,0,0,0,0,10
3179,48 IX,,Phoenix,US,North America,4,1,10,0,0,0,0,0,0,0,0,0,10
3186,BBIX Dallas,BroadBand Internet eXchange Dallas,Dallas,US,North America,3,1,10,0,0,0,0,0,0,0,0,0,10
3187,BBIX Chicago,BroadBand Internet eXchange Chicago,Chicago,US,North America,3,1,10,0,0,0,0,0,0,0,0,0,10
3189,BBIX London,BroadBand Internet eXchange London,London,GB,Europe,3,1,10,0,0,0,0,0,0,0,0,0,10
3211,STACIX,Staclar Internet Exchange,Frankfurt,DE,Europe,8,4,0,0,0,0,0,10,0,0,0,0,10
3247,FD-IX - Austin,Fiber Data Internet Exchange,Austin,US,North America,4,4,0,0,0,0,0,10,0,0,0,0,10
3264,FD-IX - Houston,FD-IX Houston,Houston,US,North America,6,7,10,0,0,0,0,0,0,0,0,0,10
3348,JPNAP Fukuoka,JPNAP Fukuoka,Fukuoka,JP,Asia Pacific,20,3,10,0,0,0,0,0,0,0,0,0,10
3553,IXP APROSVA PASAJE,APROSVA-IX-PASAJE,PASAJE,EC,South America,4,0,0,0,0,0,0,0,0,0,10,0,10
3560,DesMoinesIX,DesMoines Internet eXchange,Des Moines,US,North America,8,2,0,0,0,0,0,10,0,0,0,0,10
3573,FMIX,Fargo-Moorhead Internet Exchange,"Fargo, ND",US,North America,4,1,0,0,0,0,0,10,0,0,0,0,10
3634,Lambda-IX,Lambda Internet Exchange,Fremont,US,North America,22,1,0,0,0,0,0,10,0,0,0,0,10
3675,Insta-IX Delhi,,Delhi,IN,Asia Pacific,8,2,0,0,0,0,0,0,0,0,10,0,10
3681,RUDAKI-IX,RUDAKI INTERNET EXCHANGE,Kiev,UA,Europe,38,12,0,0,0,0,0,0,0,0,10,0,10
3739,PITER-IX Frankfurt,,Frankfurt,DE,Europe,161,2,0,0,0,0,10,0,0,0,0,0,10
3745,SONIX Gothenburg,Sweden Open Network Internet eXchange,Gothenburg,SE,Europe,7,2,10,0,0,0,0,0,0,0,0,0,10
4046,Namex Napoli,,Napoli,IT,Europe,14,1,0,10,0,0,0,0,0,0,0,0,10
4298,MegaIX Charlotte,Megaport MegaIX Charlotte,Charlotte,US,North America,6,4,10,0,0,0,0,0,0,0,0,0,10
4375,IX Australia Hobart (TAS-IX),Tasmanian Internet Exchange,Hobart,AU,Asia Pacific,5,1,10,0,0,0,0,0,0,0,0,0,10
4493,Free-IX Greece,,Thessaloniki & Athens,GR,Europe,11,2,0,0,0,0,0,10,0,0,0,0,10
2541,CAMIX Douala,Cameroon Internet Exchange Point,Douala,CM,Africa,10,1,0,0,4,0,0,0,0,0,0,0,4
260,OCIX,Open Caribbean Internet eXchange,Philipsburg,SX,South America,5,1,0,0,1,0,0,0,0,0,0,0,1
2552,BDIXP,Burundi Internet Exchange Point,Bujumbura,BI,Africa,9,1,0,0,1,0,0,0,0,0,0,0,1
34,SFINX,Service for French INternet eXchange,Paris,FR,Europe,24,2,0,0,0,0,0,0,0,0,0,0,0
85,NDIX,Nederlands Duitse Internet Exchange,Enschede / Münster,NL,Europe,15,5,0,0,0,0,0,0,0,0,0,0,0
92,DIX-IE,Distributed IX in EDO (former NSPIXP2),Tokyo,JP,Asia Pacific,23,4,0,0,0,0,0,0,0,0,0,0,0
127,Oregon Internet Exchange (OIX),Oregon-IX,"Eugene, Oregon",US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
135,N-IX,Nuernberger Internet Exchange [N-IX.de],Nürnberg,DE,Europe,23,8,0,0,0,0,0,0,0,0,0,0,0
141,TampaIX,Tampa Internet Exchange,Tampa,US,North America,2,1,0,0,0,0,0,0,0,0,0,0,0
146,GIX Gothenburg,Gothenburg Internet Exchange,Gothenburg,SE,Europe,0,1,0,0,0,0,0,0,0,0,0,0,0
154,BAYANTEL,Bayan Telecommunications Internet and Gaming Exchange,Quezon City,PH,Asia Pacific,3,0,0,0,0,0,0,0,0,0,0,0,0
170,OpenCarrier OCIX,OpenCarrier eG Member IX Duesseldorf,Duesseldorf,DE,Europe,8,4,0,0,0,0,0,0,0,0,0,0,0
176,IX.br (PTT.br) Belo Horizonte,IX.br (PTT.br) Belo Horizonte,Belo Horizonte/MG,BR,South America,80,5,0,0,0,0,0,0,0,0,0,0,0
189,HIX,Hawai`i Internet Exchange,Honolulu,US,North America,1,0,0,0,0,0,0,0,0,0,0,0,0
194,Netnod Sundsvall -- MTU1500,Netnod AB,Sundsvall / Gavle,SE,Europe,18,3,0,0,0,0,0,0,0,0,0,0,0
196,PIX Montreal,Peer1 Internet Exchange - Montreal,Montreal,CA,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
197,PIX Toronto,Peer1 Internet Exchange - Toronto,Toronto,CA,North America,0,1,0,0,0,0,0,0,0,0,0,0,0
199,YRIX,Yellowstone Regional Internet eXchange,"Billings, MT",US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
205,Any2Florida,CoreSite - Any2Florida,Miami/Orlando,US,North America,0,4,0,0,0,0,0,0,0,0,0,0,0
217,TaipeiGigaPoP,Taipei GigaPoP Internet Exchange,Taipei/Taiwan,TW,Asia Pacific,0,1,0,0,0,0,0,0,0,0,0,0,0
223,MSK-IX Novosibirsk,MSK-IX Novosibirsk (former NSK-IX),Novosibirsk,RU,Asia Pacific,41,1,0,0,0,0,0,0,0,0,0,0,0
234,NSPIXP3,Wide NSPIXP3,Osaka,JP,Asia Pacific,3,0,0,0,0,0,0,0,0,0,0,0,0
241,npIX DH,Internet Exchange Nepal,Kathmandu,NP,Asia Pacific,30,1,0,0,0,0,0,0,0,0,0,0,0
252,NAP Colombia,NAP Colombia - IXP Colombia,Bogota,CO,South America,21,4,0,0,0,0,0,0,0,0,0,0,0
257,Netnod Lulea -- MTU9K,Netnod AB,Lulea,SE,Europe,9,0,0,0,0,0,0,0,0,0,0,0,0
258,Norrnod,Norrnod Umea,Umea,SE,Europe,1,0,0,0,0,0,0,0,0,0,0,0,0
262,SISPA,Swaziland Peering Point,Swaziland,SZ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0
273,TIX,Tuscany Internet eXchange,Florence,IT,Europe,17,0,0,0,0,0,0,0,0,0,0,0,0
274,CAIX,Cairo Internet eXchange,Cairo,EG,Middle East,5,1,0,0,0,0,0,0,0,0,0,0,0
275,BY-IX,Belarusian Internet Exchange,Minsk,BY,Europe,7,0,0,0,0,0,0,0,0,0,0,0,0
287,Crimea-IX,Crimea-IX,Simferopol,RU,Europe,8,0,0,0,0,0,0,0,0,0,0,0,0
288,ACTIX,ACT Internet Exchange,"Canberra, ACT",AU,Australia,2,1,0,0,0,0,0,0,0,0,0,0,0
298,NIX2,Norwegian Internet Exchange (location 2),Oslo,NO,Europe,11,0,0,0,0,0,0,0,0,0,0,0,0
313,R_iX,Rotterdam Internet Exchange,Rotterdam,NL,Europe,10,9,0,0,0,0,0,0,0,0,0,0,0
314,IX.br (PTT.br) Londrina,IX.br (PTT.br) Londrina,Londrina/PR,BR,South America,36,3,0,0,0,0,0,0,0,0,0,0,0
316,ExWest,Exchange West,Galway,IE,Europe,2,1,0,0,0,0,0,0,0,0,0,0,0
317,GIX,Globe Internet Exchange,Makati City,PH,Asia Pacific,15,1,0,0,0,0,0,0,0,0,0,0,0
328,TREX Tampere,Tampere Region Exchange,Tampere,FI,Europe,25,3,0,0,0,0,0,0,0,0,0,0,0
334,KAZ-IX,Kazakhstan Traffic Exchange,Karaganda,KZ,Asia Pacific,6,0,0,0,0,0,0,0,0,0,0,0,0
340,ULN-IX,Ulyanovsk Internet eXchange,Ulyanovsk,RU,Europe,4,0,0,0,0,0,0,0,0,0,0,0,0
349,CHIX-NZ,Christchurch Internet Exchange,Christchurch,NZ,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
350,MSK-IX Ekaterinburg,MSK-IX Ekaterinburg (former EKT-IX),Ekaterinburg,RU,Asia Pacific,33,2,0,0,0,0,0,0,0,0,0,0,0
357,SOAX,Southern Oregon Access Exchange,Medford,US,North America,3,1,0,0,0,0,0,0,0,0,0,0,0
363,SUPRnet,Southern Utah Peering Regional Network,Saint George,US,North America,18,1,0,0,0,0,0,0,0,0,0,0,0
366,AMS-IX Caribbean,Amsterdam Internet Exchange Caribbean,Curacao,CW,South America,8,1,0,0,0,0,0,0,0,0,0,0,0
377,AAIX,Alps Adria Internet eXchange,Klagenfurt,AT,Europe,22,2,0,0,0,0,0,0,0,0,0,0,0
378,MSK-IX Vladivostok,MSK-IX Vladivostok (former VLV-IX),Vladivostok,RU,Asia Pacific,10,0,0,0,0,0,0,0,0,0,0,0,0
379,MSK-IX Samara,MSK-IX Samara (former SMR-IX),Samara,RU,Europe,13,0,0,0,0,0,0,0,0,0,0,0,0
380,MSK-IX Rostov-on-Don,MSK-IX Rostov-on-Don (former RND-IX),Rostov-on-Don,RU,Europe,19,0,0,0,0,0,0,0,0,0,0,0,0
381,REUNIX,REUNIX,"Saint-Denis, La Reunion",RE,Africa,7,0,0,0,0,0,0,0,0,0,0,0,0
383,LIX-LV,Latvian Internet Exchange,Riga,LV,Europe,6,1,0,0,0,0,0,0,0,0,0,0,0
393,IIX Israel,Israel Internet eXchange,Petach Tikva,IL,Middle East,15,1,0,0,0,0,0,0,0,0,0,0,0
398,MSK-IX Kazan,MSK-IX Kazan (former KZN-IX),Kazan,RU,Europe,6,0,0,0,0,0,0,0,0,0,0,0,0
400,LIPTAM,Lietuvos Interneto paslaugų tiekėjų apsikeitimo mazgu,Vilnius,LT,Europe,4,0,0,0,0,0,0,0,0,0,0,0,0
421,Angola IXP,Angola Internet Exchange point,Luanda,AO,Africa,13,3,0,0,0,0,0,0,0,0,0,0,0
428,NASA-AIX,NASA Ames Internet eXchange,"Mountain View, CA",US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
430,GraX,Grazer Internet eXchange,Graz,AT,Europe,4,1,0,0,0,0,0,0,0,0,0,0,0
463,GU-IX,Guam Internet Exchange,Guam,GU,Asia Pacific,1,3,0,0,0,0,0,0,0,0,0,0,0
476,AZIX,Arizona Internet Exchange,Phoenix,US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
477,CBIX,Commercial Brno Internet Exchange,Brno,CZ,Europe,0,1,0,0,0,0,0,0,0,0,0,0,0
487,CyIX,Cyprus Internet Exchange,Nicosia / Cyprus,CY,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
492,FICIX 3 (Oulu),FICIX 3 Oulu,Oulu,FI,Europe,11,1,0,0,0,0,0,0,0,0,0,0,0
496,BNIIX,Buffalo Niagara International Internet Exchange,Buffalo,US,North America,2,0,0,0,0,0,0,0,0,0,0,0,0
499,MKE-IX,The Milwaukee Internet Exchange,Milwaukee,US,North America,9,1,0,0,0,0,0,0,0,0,0,0,0
506,GTIIX,Greater Toronto International Internet Exchange,Toronto,CA,North America,2,0,0,0,0,0,0,0,0,0,0,0,0
512,PIRIX,Pirix Internet Exchange,St.Petersburg,RU,Europe,6,7,0,0,0,0,0,0,0,0,0,0,0
514,Central Oregon Internet Exchange,Central Oregon Internet eXchange,Bend,US,North America,14,2,0,0,0,0,0,0,0,0,0,0,0
524,CePIX.pl,Central Polish Internet eXchange,Mogilno,PL,Europe,1,1,0,0,0,0,0,0,0,0,0,0,0
528,MOZIX,Mozambique Internet Exchange,Maputo,MZ,Africa,18,0,0,0,0,0,0,0,0,0,0,0,0
529,KRS-IX,Krasnoyarsk Internet Exchange,Krasnoyarsk,RU,Europe,4,0,0,0,0,0,0,0,0,0,0,0,0
543,Rheintal IX,Rheintal Internet Exchange,Eschen,LI,Europe,37,7,0,0,0,0,0,0,0,0,0,0,0
558,IX.br (PTT.br) Caxias do Sul,IX.br (PTT.br) Caxias do Sul,Caxias do Sul/RS,BR,South America,13,2,0,0,0,0,0,0,0,0,0,0,0
559,SIX.SK Košice,Slovak Internet Exchange Košice,Košice,SK,Europe,3,1,0,0,0,0,0,0,0,0,0,0,0
573,HIX Haiti,Haiti Internet Exchange,Port-au-Prince,HT,South America,4,0,0,0,0,0,0,0,0,0,0,0,0
575,IX.br (PTT.br) Goiânia,IX.br (PTT.br) Goiânia,Goiânia/GO,BR,South America,57,5,0,0,0,0,0,0,0,0,0,0,0
580,MSK-IX Stavropol,MSK-IX Stavropol (former STW-IX),Stavropol,RU,Europe,1,0,0,0,0,0,0,0,0,0,0,0,0
582,BIX Bergen,Bergen Internet Exchange,Bergen,NO,Europe,5,1,0,0,0,0,0,0,0,0,0,0,0
602,Echigo-IX,Echigo Internet Exchange,Niigata,JP,Asia Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0
603,IX.br (PTT.br) Campina Grande,IX.br (PTT.br) Campina Grande,Campina Grande/PB,BR,South America,32,1,0,0,0,0,0,0,0,0,0,0,0
606,C2IX,Cyber 2 Internet Exchange,Jakarta,ID,Asia Pacific,41,2,0,0,0,0,0,0,0,0,0,0,0
607,MIX MNDC,Mongolian Internet Exchange & Mongolian National Data Center,Ulaanbaatar,MN,Asia Pacific,8,0,0,0,0,0,0,0,0,0,0,0,0
615,Lusaka Internet Exchange Point,Lusaka Internet Exchange Point,Lusaka,ZM,Africa,12,0,0,0,0,0,0,0,0,0,0,0,0
624,TP-IX,Twin Ports Internet Exchange,Duluth,US,North America,2,1,0,0,0,0,0,0,0,0,0,0,0
626,IIX-JawaTimur,IIX Jawa Timur,Surabaya,ID,Asia Pacific,70,2,0,0,0,0,0,0,0,0,0,0,0
633,Sea-IX,South Russia IX,Krasnodar,RU,Europe,19,1,0,0,0,0,0,0,0,0,0,0,0
635,OMSK-IX,Omsk Internet Exchange,Omsk,RU,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
640,GCIIX,Greater Chicago International Internet Exchange,Chicago,US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
674,CyrusOne IX Austin,CyrusOne Internet Exchange,Austin,US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
675,CyrusOne IX San Antonio,CyrusOne Internet Exchange,San Antonio,US,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
683,YAR-IX,Yaroslavl Internet Exchange,Yaroslavl,RU,Europe,0,1,0,0,0,0,0,0,0,0,0,0,0
706,IX.br (PTT.br) Vitória,IX.br (PTT.br) Vitória,Vitória/ES,BR,South America,72,4,0,0,0,0,0,0,0,0,0,0,0
707,IX.br (PTT.br) Manaus,IX.br (PTT.br) Manaus,Manaus/AM,BR,South America,29,5,0,0,0,0,0,0,0,0,0,0,0
708,IX.br (PTT.br) Natal,IX.br (PTT.br) Natal,Natal/RN,BR,South America,31,1,0,0,0,0,0,0,0,0,0,0,0
709,IX.br (PTT.br) São José do Rio Preto,IX.br (PTT.br) São José do Rio Preto,São José do Rio Preto/SP,BR,South America,21,1,0,0,0,0,0,0,0,0,0,0,0
711,IX.br (PTT.br) Belém,IX.br (PTT.br) Belém,Belém/PA,BR,South America,42,3,0,0,0,0,0,0,0,0,0,0,0
727,MIX-BT,Malawi Internet Exchange (MIX),Blantyre,MW,Africa,10,1,0,0,0,0,0,0,0,0,0,0,0
766,DN-IX,Donetsk Internet eXchange,Donetsk,UA,Europe,2,0,0,0,0,0,0,0,0,0,0,0,0
776,WPGIX,Winnipeg Internet Exchange,Winnipeg,CA,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
778,CIX KR,CIX - Cracow Internet Exchange,Krakow,PL,Europe,8,0,0,0,0,0,0,0,0,0,0,0,0
790,IX.br (PTT.br) Lajeado,IX.br (PTT.br) Lajeado,Lajeado/RS,BR,South America,19,1,0,0,0,0,0,0,0,0,0,0,0
796,BREM-IX,Bremen Internet Exchange,Bremen,DE,Europe,6,6,0,0,0,0,0,0,0,0,0,0,0
815,NNOV-IX,Nizhny Novgorod  Internet Exchange,Nizhny Novgorod,RU,Europe,1,0,0,0,0,0,0,0,0,0,0,0,0
818,IX.br (PTT.br) Maringá,IX.br (PTT.br) Maringá,Maringá/PR,BR,South America,45,2,0,0,0,0,0,0,0,0,0,0,0
822,Sibir-IX,Krasnoyarsk Internet Exchange,Krasnoyarsk,RU,Europe,13,0,0,0,0,0,0,0,0,0,0,0,0
828,RZ-IX,Rzeszowski Punkt Wymiany Ruchu,Rzeszow,PL,Europe,14,0,0,0,0,0,0,0,0,0,0,0,0
842,MLIXP,MegaLink-IXP,LA PAZ,BO,South America,5,0,0,0,0,0,0,0,0,0,0,0,0
854,HTN-IX,"HT Networks Co., Ltd.",Phnom Penh,KH,Asia Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0
859,IX.br (PTT.br) Cuiabá,IX.br (PTT.br) Cuiabá,Cuiabá/MT,BR,South America,39,3,0,0,0,0,0,0,0,0,0,0,0
876,RED-IX,Krasnoyarsk Internet Exchange,Krasnoyarsk,RU,Europe,11,0,0,0,0,0,0,0,0,0,0,0,0
881,Lillix,Northern France and Eurometropole GIX,Lille,FR,Europe,46,3,0,0,0,0,0,0,0,0,0,0,0
922,IXP Namibia,Windhoek Internet Exchange Point,Windhoek,NA,Africa,6,0,0,0,0,0,0,0,0,0,0,0,0
957,MiamiIX,Miami Internet Exchange,"Miami, Florida",US,North America,4,3,0,0,0,0,0,0,0,0,0,0,0
971,VIX.VU,Vanuatu Internet Exchange,Port Vila,VU,Asia Pacific,6,1,0,0,0,0,0,0,0,0,0,0,0
983,UNY-IX,Universitas Negeri Yogyakarta Internet Exchange Point,Yogyakarta,ID,Asia Pacific,35,2,0,0,0,0,0,0,0,0,0,0,0
985,BDX BTN1,Brighton Internet Exchange,Brighton,GB,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0
993,PIX Palestine,Palestine Internet Exchange Point,Ramallah,PS,Middle East,3,0,0,0,0,0,0,0,0,0,0,0,0
1007,angonix,Angola Internet Exchange Point,Luanda,AO,Africa,23,1,0,0,0,0,0,0,0,0,0,0,0
1009,Tirol-IX,Tirol-IX Internet Exchange,Innsbruck/Tirol,AT,Europe,14,2,0,0,0,0,0,0,0,0,0,0,0
1013,NOVO NIX,NOVOCOM NIX,Dhaka,BD,Asia Pacific,11,0,0,0,0,0,0,0,0,0,0,0,0
1016,LINX Wales,LINX Wales,Cardiff,GB,Europe,10,1,0,0,0,0,0,0,0,0,0,0,0
1017,BENIN-IX,BENIN-IX,Cotonou,BJ,Africa,5,0,0,0,0,0,0,0,0,0,0,0,0
1019,AuvernIX,IXP et NAP d’Auvergne et du Massif Central,Clermont-Ferrand,FR,Europe,13,0,0,0,0,0,0,0,0,0,0,0,0
1028,Nap Peru,Nap Peru,Lima,PE,South America,4,0,0,0,0,0,0,0,0,0,0,0,0
1032,RINEX,Rwanda Internet Exchange,Kigali,RW,Africa,17,1,0,0,0,0,0,0,0,0,0,0,0
1040,NormandIX,NormandIX,Normandy,FR,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,NAP.EC - GYE,NAP Ecuador - Guayaquil (managed by AEPROVI),Guayaquil/GYE,EC,South America,13,1,0,0,0,0,0,0,0,0,0,0,0
1046,CGIX-BZV,Congo Internet eXchange,Brazzaville,CG,Africa,9,1,0,0,0,0,0,0,0,0,0,0,0
1054,Transhybrid IX Network,Trans Hybrid Communication eXchange,Jakarta,ID,Asia Pacific,66,25,0,0,0,0,0,0,0,0,0,0,0
1073,SAIX,Salzburg Internet eXchange - SAIX,Salzburg,AT,Europe,17,3,0,0,0,0,0,0,0,0,0,0,0
1094,GE-CIX,Global Internet Exchange & Peering Network,Zurich,CH,Europe,0,13,0,0,0,0,0,0,0,0,0,0,0
1095,IIX-Rimba-2,Riau Internet Exchange 2 (RIX-2),Pekanbaru,ID,Asia Pacific,5,1,0,0,0,0,0,0,0,0,0,0,0
1105,TunIXP,Tunisia Internet Exchange Point,Tunis,TN,Africa,4,0,0,0,0,0,0,0,0,0,0,0,0
1117,CyrusOne IX Sterling,CyrusOne Internet Exchange,Sterling,US,North America,0,2,0,0,0,0,0,0,0,0,0,0,0
1123,IXP-HN,Internet Exchange Point Honduras,Tegucigalpa,HN,South America,4,0,0,0,0,0,0,0,0,0,0,0,0
1127,MARTINIX,,Fort-de-France,MQ,North America,2,0,0,0,0,0,0,0,0,0,0,0,0
1134,Guyanix,,Cayenne,GF,South America,3,0,0,0,0,0,0,0,0,0,0,0,0
1142,CyrusOne IX Chicago,CyrusOne Internet Exchange,Chicago,US,North America,0,1,0,0,0,0,0,0,0,0,0,0,0
1151,CentralIX,Central Internet Exchange,Bremen,DE,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
1154,SFO-IX,"Milecom LLC, project SFO-IX","Barnaul, Novosibirsk",RU,Europe,30,5,0,0,0,0,0,0,0,0,0,0,0
1156,United Peering - UP-IXP,United Peering - free and open peering (UP-IXP),Wuppertal,DE,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
1160,NIXVAL-IX,Neutral Internet Exchange Valencia,Valencia,ES,Europe,10,1,0,0,0,0,0,0,0,0,0,0,0
1168,Kherson Traffic Exchange,Kherson Traffic Exchange,Kherson,UA,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
1172,CHN-IX Beijing,CHN-IX China Beijing,Beijing,CN,Asia Pacific,7,1,0,0,0,0,0,0,0,0,0,0,0
1183,6NGIX,KISA 6NGIX Center,Seoul,KR,Asia Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0
1187,SYMPHONY THAI - IX BANGKOK - 1,SYMPHONY THAI - IX BANGKOK - 1,Bangkok,TH,Asia Pacific,3,19,0,0,0,0,0,0,0,0,0,0,0
1188,TC-IX,Telecom Cambodia,Phnom Penh,KH,Asia Pacific,0,1,0,0,0,0,0,0,0,0,0,0,0
1191,SerinIX IX,SerinIX Internet Exchange,Kiev,UA,Europe,1,0,0,0,0,0,0,0,0,0,0,0,0
1201,TIX Tanzania - Arusha (AIXP),Arusha Internet eXchange Point,Arusha,TZ,Africa,16,0,0,0,0,0,0,0,0,0,0,0,0
1210,M-IX,Media-IX,Simferopol,RU,Europe,6,0,0,0,0,0,0,0,0,0,0,0,0
1228,CDIX,Cyber Data Internet Xchange,Jakarta,ID,Asia Pacific,84,1,0,0,0,0,0,0,0,0,0,0,0
1229,CODIX,CODIX,St.Petersburg,RU,Europe,2,0,0,0,0,0,0,0,0,0,0,0,0
1262,INEX Cork,,Cork,IE,Europe,11,1,0,0,0,0,0,0,0,0,0,0,0
1276,IX.br (PTT.br) Foz do Iguaçu,IX.br (PTT.br) Foz do Iguaçu,Foz do Iguaçu/PR,BR,South America,29,2,0,0,0,0,0,0,0,0,0,0,0
1284,CHN-IX Guangzhou,CHN-IX China Guangzhou,Guangzhou,CN,Asia Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0
1302,IX Liverpool - MICT,IX Liverpool - MICT Data Centre,Liverpool,GB,Europe,3,3,0,0,0,0,0,0,0,0,0,0,0
1303,CNIX,China Internet Exchange,Beijing,CN,Asia Pacific,20,0,0,0,0,0,0,0,0,0,0,0,0
1320,Hopus,The HOPUS - the routed exchange,"Paris, Lyon, Marseille, Geneva, Zurich, Amsterdam, Frankfurt",FR,Europe,33,14,0,0,0,0,0,0,0,0,0,0,0
1329,Community-IX,Non-commercial Community Exchange,"Berlin, Frankfurt",DE,Europe,25,6,0,0,0,0,0,0,0,0,0,0,0
1335,MGIX,Madagascar Global Internet eXchange,Antananarivo,MG,Africa,5,1,0,0,0,0,0,0,0,0,0,0,0
1375,CHN-IX Shanghai,CHN-IX China Shanghai,Shanghai,CN,Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,DataLine-IX,,Moscow,RU,Europe,4,2,0,0,0,0,0,0,0,0,0,0,0
1409,BINX,Botswana Internet Exchange,Gaborone,BW,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,TRDIX Trondheim,TRDIX Trondheim,Trondheim,NO,Europe,10,1,0,0,0,0,0,0,0,0,0,0,0
1421,BW-IX Karlsruhe,Baden-Württemberg Internet Exchange - Karlsruhe,Karlsruhe,DE,Europe,6,1,0,0,0,0,0,0,0,0,0,0,0
1508,MIXP,Mauritius Internet Exchange Point,Ebene,MU,Africa,21,2,0,0,0,0,0,0,0,0,0,0,0
1516,IX.LODZ.PL,IX.LODZ.PL - Łódzki Węzeł Telekomunikacyjny,Łódź,PL,Europe,10,0,0,0,0,0,0,0,0,0,0,0,0
1522,IXpy,Punto de Intercambio de Tráfico de Paraguay,San Lorenzo,PY,South America,25,1,0,0,0,0,0,0,0,0,0,0,0
1561,PhOpenIX-Manila,Philippine Open Internet Exchange (Manila),Manila,PH,Asia Pacific,46,0,0,0,0,0,0,0,0,0,0,0,0
1574,TIX Tanzania - Mwanza,,Mwanza,TZ,Africa,6,0,0,0,0,0,0,0,0,0,0,0,0
1582,MegaFon-IX,,Moscow,RU,Europe,12,0,0,0,0,0,0,0,0,0,0,0,0
1628,MegaIX Las Vegas,Megaport MegaIX Las Vegas,Las Vegas,US,North America,4,3,0,0,0,0,0,0,0,0,0,0,0
1658,npIX AWT,Internet Exchange Nepal AWT,Lalitpur,NP,Asia Pacific,18,1,0,0,0,0,0,0,0,0,0,0,0
1660,IXP Ecuador - STD,IXP Ecuador - Santo Domingo,Santo Domingo,EC,South America,2,0,0,0,0,0,0,0,0,0,0,0,0
1663,RIX (RYUKYUIX),Ryukyus Internet Exchange,"Urasoe,  Naha, Ginoza, Nago, Uruma, Okinawa",JP,Asia Pacific,6,4,0,0,0,0,0,0,0,0,0,0,0
1669,BAIKAL-IX,,Irkutsk,RU,Europe,10,0,0,0,0,0,0,0,0,0,0,0,0
1670,BreizhIX,Breizh-IX,Rennes,FR,Europe,20,2,0,0,0,0,0,0,0,0,0,0,0
1684,IX.br (PTT.br) Aracaju,IX.br (PTT.br) Aracaju,Aracaju/SE,BR,South America,35,1,0,0,0,0,0,0,0,0,0,0,0
