ix_id,name,long_name,City,Country,Continent,net,fac,Cloudflare,Meta,Akamai,Microsoft,Netskope,Hurricane,Amazon,Fastly,Google,ACE CDN,TOTAL
2036,MEX-IX McAllen,MEX-IX McAllen,McAllen,US,North America,19,1,0,0,200,0,0,100,0,0,0,0,300
2741,QCIX,Quad Cities Internet eXchange,Davenport,US,North America,63,6,0,0,200,0,0,100,0,0,0,0,300
3659,GIBIRIX,GIBIR Internet Exchange,İstanbul,TR,Europe,20,14,0,200,0,0,0,100,0,0,0,0,300
4091,MEX-IX El Paso,,El Paso,US,North America,7,1,0,200,100,0,0,0,0,0,0,0,300
4176,PIT Honduras,,San Pedro Sula,HN,South America,36,0,100,0,200,0,0,0,0,0,0,0,300
4260,Grand Rapids Internet Exchange (GRR-iX),Grand Rapids Internet Exchange,"Grand Rapids, MI",US,North America,13,1,0,0,0,200,0,100,0,0,0,0,300
4302,IRAQ-IXP,,Baghdad,IQ,Middle East,32,0,0,0,200,0,0,0,0,0,0,100,300
4507,MegaIX Chicago,,Chicago,US,North America,12,16,0,200,0,0,0,100,0,0,0,0,300
4606,AMS-IX Manila,Amsterdam Internet Exchange Manila,Manila,PH,Asia Pacific,10,1,0,200,0,0,0,0,0,0,0,100,300
4639,Equinix Jakarta,,Jakarta,ID,Asia Pacific,39,1,100,0,100,0,0,0,0,0,0,100,300
4715,Doha IX,,Doha,QA,Middle East,10,1,0,0,0,0,0,0,200,0,0,100,300
4783,IL-IX,ISOC-IL infrastructure services,Multiple,IL,Middle East,22,3,0,0,0,0,100,0,200,0,0,0,300
4918,1-NL FREE,1-NL Internet Exchange Netherlands,Amsterdam,NL,Europe,53,8,200,0,0,0,0,100,0,0,0,0,300
4985,ERA-IX Paris,,Paris,FR,Europe,14,2,100,0,0,0,0,100,0,0,0,100,300
1623,AMS-IX Mumbai,Amsterdam Internet Exchange Mumbai,Mumbai,IN,Asia Pacific,68,3,10,60,140,40,10,0,0,0,0,0,260
3962,PIT - Colombia - Barranquilla,,Barranquilla,CO,South America,10,1,60,200,0,0,0,0,0,0,0,0,260
1317,NIXI Kolkata,National Internet eXchange of India,Kolkata,IN,Asia Pacific,29,2,0,20,20,0,100,0,100,10,0,0,250
1464,Equinix Helsinki,Equinix Internet Exchange Helsinki,Helsinki,FI,Europe,17,4,20,0,0,100,100,20,0,0,10,0,250
4232,AMS-IX Bangkok,AMS-IX Bangkok,Bangkok,TH,Asia Pacific,16,2,0,20,10,0,0,10,200,0,0,10,250
29,Equinix Zurich,Equinix Internet Exchange Zurich,Zurich,CH,Europe,41,3,20,0,0,10,0,10,0,0,200,0,240
43,TWIX,Taiwan Internet Exchange,Taipei,TW,Asia Pacific,24,0,10,0,10,0,0,0,200,0,20,0,240
78,DIX,Danish Internet Exchange,Copenhagen,DK,Europe,28,4,100,0,0,40,0,100,0,0,0,0,240
986,FD-IX - Indianapolis,MidWest-IX / FD-IX Indianapolis,"Indianapolis, Indiana",US,North America,44,8,100,0,40,0,0,100,0,0,0,0,240
3446,DE-CIX Barcelona,DE-CIX Barcelona,Barcelona,ES,Europe,41,4,10,0,0,20,100,100,0,0,10,0,240
361,TIX Tanzania - Dar es Salaam,Tanzania Internet eXchange,Dar es Salaam,TZ,Africa,32,4,30,0,200,0,0,0,0,0,0,0,230
375,OpenIXP / NiCE,National Inter Connection Exchange (NiCE),Indonesia,ID,Asia Pacific,615,0,0,0,200,0,0,0,0,0,0,20,220
1812,Asteroid Amsterdam,Asteroid Amsterdam IX,Amsterdam,NL,Europe,20,2,0,0,0,10,0,200,0,0,10,0,220
1869,STHIX - Copenhagen,,Copenhagen,DK,Europe,19,3,100,0,100,0,0,20,0,0,0,0,220
2585,STLIX,Saint Louis Internet Exchange,"Saint Louis, MO",US,North America,83,4,10,0,0,0,10,100,0,100,0,0,220
1023,CRIX,Costa Rica Internet Exchange,San Jose,CR,North America,42,0,200,0,10,0,0,0,0,0,0,0,210
2004,ANIX,Albanian Neutral Internet eXchange,Tirana,AL,Europe,23,1,200,0,0,0,0,10,0,0,0,0,210
4508,MegaIX Bay Area,Megaport MegaIX Bay Area,San Francisco,US,North America,18,13,0,200,0,0,0,10,0,0,0,0,210
4604,CANIX Quebec city,,Quebec City,CA,North America,5,1,0,0,0,200,0,10,0,0,0,0,210
88,IAIX,iAdvantage Internet Exchange,Hong Kong,HK,Asia Pacific,13,1,0,0,100,0,0,1,0,0,0,100,201
69,France-IX AURA,FranceIX Lyon and Grenoble,Lyon and Grenoble,FR,Europe,74,6,100,0,0,0,0,100,0,0,0,0,200
84,SIX.SK,Slovak Internet eXchange,Bratislava,SK,Europe,62,3,100,0,0,0,0,100,0,0,0,0,200
175,IX.br (PTT.br) Florianópolis,IX.br (PTT.br) Florianópolis,Florianópolis/SC,BR,South America,101,5,0,0,200,0,0,0,0,0,0,0,200
319,SIX SI,Slovenian Internet Exchange,Ljubljana,SI,Europe,29,2,100,0,0,0,0,100,0,0,0,0,200
364,SMILE-IXP,Santa Monica Internet Local Exchange,Riga,LV,Europe,24,2,100,0,0,0,0,100,0,0,0,0,200
415,IX.br (PTT.br) Campinas,IX.br (PTT.br) Campinas,Campinas/SP,BR,South America,40,5,0,0,0,200,0,0,0,0,0,0,200
538,RTIX,Tallinn Governmental Internet Exchange,Tallinn,EE,Europe,44,3,100,0,0,0,0,100,0,0,0,0,200
705,IX.br (PTT.br) Recife,IX.br (PTT.br) Recife,Recife/PE,BR,South America,120,5,0,0,200,0,0,0,0,0,0,0,200
762,DO-IX,Dortmund Internet eXchange,Dortmund,DE,Europe,9,1,0,100,100,0,0,0,0,0,0,0,200
1418,TIX Tromsø,TIX Tromsø,Tromsø,NO,Europe,8,0,0,0,200,0,0,0,0,0,0,0,200
1488,Ninja-IX Las Vegas,,Las Vegas,US,North America,7,1,100,0,0,0,0,100,0,0,0,0,200
2084,LOCIX FRANKFURT,LOCIX EXCHANGE FRANKFURT,Frankfurt am Main,DE,Europe,203,14,100,0,0,0,0,100,0,0,0,0,200
2210,ANI-IX Delhi,ANO Peering Exchange,Delhi,IN,Asia Pacific,30,3,0,200,0,0,0,0,0,0,0,0,200
2353,PR-IX,"Puerto Rico Internet Exchange, Inc.",San Juan,PR,North America,30,15,100,0,100,0,0,0,0,0,0,0,200
2612,SAT-IX,San Antonio Internet Exchange,"San Antonio, TX",US,North America,5,1,100,0,0,0,0,100,0,0,0,0,200
3182,PIT - Guatemala - Guatemala City,Punto de Intercambio de Tráfico de Guatemala,Guatemala City,GT,North America,25,1,0,200,0,0,0,0,0,0,0,0,200
3290,MIX Palermo,Milan Internet Exchange,Palermo,IT,Europe,19,1,0,200,0,0,0,0,0,0,0,0,200
3299,PITER-IX Helsinki,PITER-IX Helsinki,Helsinki,FI,Europe,126,1,0,0,0,0,0,200,0,0,0,0,200
3335,Equinix Muscat,Equinix Internet Exchange Muscat,Muscat,OM,Middle East,7,1,0,200,0,0,0,0,0,0,0,0,200
3712,Netnod Helsinki BLUE -- MTU9K,,Helsinki,FI,Europe,17,3,100,0,0,0,100,0,0,0,0,0,200
3713,Netnod Helsinki GREEN -- MTU9K,,Helsinki,FI,Europe,17,3,100,0,0,0,100,0,0,0,0,0,200
3737,PITER-IX Rostov,,Rostov,RU,Europe,30,0,0,0,0,0,0,200,0,0,0,0,200
3995,Mountain West Internet Exchange,Mountain West Internet Exchange,Salt Lake City,US,North America,11,9,100,0,0,0,0,100,0,0,0,0,200
4059,ONIX,Ontario Internet Exchange,Toronto,CA,North America,172,3,0,0,0,0,100,100,0,0,0,0,200
4149,Digital Edge EPIX Philippines,,Metro Manila,PH,Asia Pacific,6,1,0,200,0,0,0,0,0,0,0,0,200
4189,MMIX Mandalay,Myanmar Internet Exchange,Mandalay,MM,Asia Pacific,19,0,0,0,100,0,0,0,0,0,0,100,200
4231,LINX Nairobi,LINX Nairobi,Nairobi,KE,Africa,58,4,0,0,0,200,0,0,0,0,0,0,200
4296,Japan Community IX - INIXP,Japan Community IX - INIXP,Japan,JP,Asia Pacific,16,5,100,0,0,0,0,100,0,0,0,0,200
4310,NetIX Greece,,Thessaloniki / Athens,GR,Europe,36,5,100,0,0,0,0,100,0,0,0,0,200
4321,Vitro Internet Exchange,Vitro Internet Exchange,Pasig,PH,Asia Pacific,19,5,0,200,0,0,0,0,0,0,0,0,200
4377,MIX Roma,,Rome,IT,Europe,20,2,0,0,200,0,0,0,0,0,0,0,200
4478,center3 IX Riyadh,center3 Internet Exchanges powered by LINX,Riyadh,SA,Middle East,11,1,0,0,0,0,0,0,0,0,0,200,200
4491,CL-IX,Cleveland Internet Exchange,"Cleveland, OH",US,North America,4,1,100,0,100,0,0,0,0,0,0,0,200
4519,IXP GT,Guatemala Internet Traffic Exchange Point,Guatemala,GT,South America,18,1,100,100,0,0,0,0,0,0,0,0,200
4573,DarIX,Dar es Salaam Internet Exchange (DarIX),Dar es Salaam,TZ,Africa,5,1,100,0,100,0,0,0,0,0,0,0,200
4625,Hong Kong Global Internet Exchange,Hong Kong Global Internet Exchange,Hong Kong,HK,Asia Pacific,19,9,100,0,0,0,0,0,0,0,0,100,200
4640,GNM-IX UA,GNM UA Internet Exchange,Kiev,UA,Europe,58,0,0,0,200,0,0,0,0,0,0,0,200
4705,nine,nine - the new European IX,"Amsterdam, Bordeaux, Frankfurt, Genève, Lille, London, Lyon, Marseille, Milano, Montpellier, Paris, Zurich",FR,Europe,141,44,0,0,0,0,0,100,0,0,0,100,200
4770,PIT Lima - PIT Chile,,Lima,PE,South America,3,1,0,0,0,0,0,0,0,200,0,0,200
4805,Extreme IX Pune,Extreme IX Pune,Pune,IN,Asia Pacific,11,3,0,0,0,0,0,0,200,0,0,0,200
4818,KOIX,KOrea Internet eXchange,Seoul,KR,Asia Pacific,7,8,0,0,0,200,0,0,0,0,0,0,200
5029,ERA-IX Vienna,,Vienna,AT,Europe,13,1,100,0,0,0,0,100,0,0,0,0,200
33,CIXP,CERN Internet eXchange Point,Geneva,CH,Europe,45,3,20,0,40,10,100,20,0,0,0,0,190
691,IX Australia Adelaide (SA-IX),South Australian Internet Exchange,Adelaide,AU,Australia,35,4,100,0,20,0,0,0,0,40,0,0,160
2830,MUS-IX,MIDSOUTH U.S. Internet Exchange,"Dallas, TX",US,North America,11,2,0,20,100,0,0,0,40,0,0,0,160
1056,MegaIX Sofia,Megaport MegaIX Sofia (formerly OM-NIX),Sofia,BG,Europe,15,2,20,0,0,10,0,100,0,0,20,0,150
453,FIXO,FIXO Internet Exchange Oslo,Oslo,NO,Europe,41,3,100,20,0,0,0,20,0,0,0,0,140
1790,GREX,Grenada Internet Exchange Point,St. George's,GD,North America,12,0,100,0,40,0,0,0,0,0,0,0,140
2496,BelgiumIX,Belgium Internet Exchange,"Brussels, Ghent, Leuven, Antwerp, Hasselt",BE,Europe,31,13,40,0,0,0,0,100,0,0,0,0,140
2658,EdgeIX - Adelaide,,Adelaide,AU,Australia,36,4,100,0,20,0,0,0,0,20,0,0,140
3366,Aqaba IX,Aqaba IX,Aqaba,JO,Middle East,19,1,0,0,40,0,0,0,0,0,100,0,140
3774,AMS-IX Kolkata,Amsterdam Internet Exchange Kolkata,Kolkata,IN,Asia Pacific,6,2,0,20,100,0,0,0,0,20,0,0,140
4263,DE-CIX Hyderabad,,Hyderabad,IN,Asia Pacific,14,4,0,40,0,0,0,0,0,100,0,0,140
123,KleyReX,KleyReX Internet Exchange,Frankfurt,DE,Europe,277,12,10,0,0,0,0,100,0,0,20,0,130
598,NIXI Hyderabad,National Internet eXchange of India,Hyderabad,IN,Asia Pacific,22,2,0,20,100,0,0,0,0,10,0,0,130
1307,MegaIX Toronto,Megaport MegaIX Toronto,Toronto,CA,North America,16,13,10,0,0,100,10,10,0,0,0,0,130
1927,Equinix Manchester,Equinix Internet Exchange Manchester,Manchester,GB,Europe,21,4,20,0,0,10,0,100,0,0,0,0,130
2849,GigaPIX - LAN 2,GIGAbit Portuguese Internet eXchange - LAN 2,Lisbon,PT,Europe,17,4,0,100,0,30,0,0,0,0,0,0,130
322,Digital Realty Dallas,Digital Realty Dallas Internet Exchange,Dallas,US,North America,11,2,0,0,0,0,0,100,0,20,0,0,120
610,DINX,Durban Internet Exchange,Durban,ZA,Africa,99,2,10,0,100,0,0,10,0,0,0,0,120
1002,DE-CIX Richmond,,Ashland,US,North America,21,3,20,0,0,0,0,100,0,0,0,0,120
2454,CSL Thai-IX Malaysia,Thai-IX Malaysia by CS Loxinfo,Bangkok,TH,Asia Pacific,13,5,10,0,100,0,0,0,0,0,10,0,120
2564,iX-OKC,Internet Exchange Oklahoma City,Oklahoma City,US,North America,16,1,100,0,0,0,0,20,0,0,0,0,120
303,CIX,Croatian Internet Exchange,Zagreb,HR,Europe,41,3,40,0,0,40,0,30,0,0,0,0,110
703,MBIX,Manitoba Internet Exchange,"Winnipeg, Manitoba",CA,North America,32,4,10,0,0,0,0,100,0,0,0,0,110
906,HFXIX,Halifax Internet Exchange,Halifax,CA,North America,20,1,10,0,0,0,0,100,0,0,0,0,110
967,AMS-IX Djibouti,Amsterdam Internet Exchange Djibouti,Djibouti,DJ,Africa,20,1,100,0,0,0,0,10,0,0,0,0,110
1209,CNX,Cambodian Network Exchange,Phnom Penh,KH,Asia Pacific,48,4,0,0,0,0,0,10,0,0,0,100,110
1519,FD-IX - St. Louis,Fiber Data Internet Exchange - St. Louis,"St. Louis, MO",US,North America,16,4,10,0,0,0,0,100,0,0,0,0,110
2386,GR-IX::Thessaloniki,Greek Internet Exchange - Thessaloniki,Thessaloniki,GR,Europe,20,1,100,0,0,0,0,10,0,0,0,0,110
2558,NYIIX Philadelphia,New York International Internet eXchange - Philadelphia,Philadelphia,US,North America,5,1,0,0,100,0,0,10,0,0,0,0,110
2836,SNS-IX,SNS-IX,Tashkent,UZ,Asia Pacific,18,1,10,0,0,0,0,0,0,0,0,100,110
3721,JPIX FUKUOKA,,Fukuoka,JP,Asia Pacific,15,3,10,0,0,0,0,0,0,0,0,100,110
3722,BBIX Fukuoka,BroadBand Internet eXchange Fukuoka,Fukuoka,JP,Asia Pacific,20,2,10,0,0,0,0,0,0,0,0,100,110
228,RIX,Reykjavik Internet Exchange,Reykjavik,IS,Europe,25,3,100,0,0,0,0,0,0,0,0,0,100
253,NAP.EC - UIO,NAP Ecuador - Quito (managed by AEPROVI),Quito/UIO,EC,South America,19,0,100,0,0,0,0,0,0,0,0,0,100
256,Digital Realty Phoenix,Digital Realty Phoenix Internet Exchange,Phoenix,US,North America,6,1,0,0,0,0,0,100,0,0,0,0,100
311,VSIX,Veneto System Internet Exchange,Padova,IT,Europe,74,2,0,0,0,0,0,100,0,0,0,0,100
422,UIXP,Kampala,Kampala,UG,Africa,25,2,0,0,100,0,0,0,0,0,0,0,100
672,CyrusOne IX Dallas,CyrusOne Internet Exchange,Dallas,US,North America,3,0,0,0,0,0,0,100,0,0,0,0,100
1171,KIVIX,Chisinau Internet Exchange,Chisinau,MD,Europe,19,1,100,0,0,0,0,0,0,0,0,0,100
1212,MGMix Montgomery,Montgomery Internet Exchange,Montgomery,US,North America,20,1,0,0,0,0,0,100,0,0,0,0,100
1332,FICIX 1 (Espoo),FICIX 1 Espoo,Espoo,FI,Europe,37,2,0,0,0,100,0,0,0,0,0,0,100
1423,WRIX,Wrocław Internet Exchange,Wrocław,PL,Europe,37,1,100,0,0,0,0,0,0,0,0,0,100
1490,Ninja-IX Richmond,Ninja-IX Richmond,Richmond,US,North America,8,1,0,0,0,0,0,100,0,0,0,0,100
1679,NNENIX,Northern New England Neutral Internet Exchange,Portland,US,North America,10,3,0,0,0,0,0,100,0,0,0,0,100
1689,NIXI Bangalore,,Bangalore,IN,Asia Pacific,7,2,100,0,0,0,0,0,0,0,0,0,100
1896,InteRed Panama,,Panama,PA,South America,26,0,100,0,0,0,0,0,0,0,0,0,100
2163,FCIX,Fremont Cabal Internet Exchange,Fremont,US,North America,142,2,0,0,0,0,0,100,0,0,0,0,100
2318,Ninja-IX Dallas,,Dallas,US,North America,7,2,0,0,0,0,0,100,0,0,0,0,100
2516,BDIX,Bangladesh Internet Exchange Trust,Dhaka,BD,Asia Pacific,163,3,0,0,0,0,0,0,0,0,0,100,100
2551,Digital Realty Chicago,,Chicago,US,North America,7,3,0,0,0,0,0,100,0,0,0,0,100
2835,HOUIX,Houston Internet Exchange,Houston,US,North America,60,4,0,0,0,0,0,100,0,0,0,0,100
3090,SpokaneIX,Spokane Internet Exchange,Spokane,US,North America,12,4,0,0,0,0,0,100,0,0,0,0,100
3312,JumboIX Peru,Jumbo Internet Exchange powered by IPTP Networks,Lima,PE,South America,26,11,0,0,0,0,0,0,100,0,0,0,100
3379,PCTA-IX Luzon,PCTA Internet Exchange,Pasig City,PH,Asia Pacific,14,3,0,0,0,0,0,0,0,0,0,100,100
3407,PaducahIX,Paducah Internet Exchange,Paducah,US,North America,10,1,0,0,0,0,0,100,0,0,0,0,100
3528,SIIX Pomezia,Southern Italy Internet Exchange,Pomezia,IT,Europe,11,2,100,0,0,0,0,0,0,0,0,0,100
3594,EPIX.Poznan,,Poznan,PL,Europe,24,1,0,100,0,0,0,0,0,0,0,0,100
3782,Namex Bari,,Bari,IT,Europe,27,1,0,0,0,0,0,100,0,0,0,0,100
4018,SAIX Saudi Arabia Jeddah,Saudi Arabia Internet Exchange Jeddah,Jeddah,SA,Middle East,15,0,0,0,0,0,100,0,0,0,0,0,100
4033,ODIX Omadata,Omadata Internet Exchange (ODIX),Surabaya,ID,Asia Pacific,207,2,0,0,0,0,0,0,0,0,0,100,100
4186,TurkIX Sofia,Turkey Internet eXchange,Sofia,BG,Europe,27,10,0,0,0,0,0,100,0,0,0,0,100
4200,FogIXP Frankfurt,FogIXP Regional IXP Frankfurt,Frankfurt,DE,Europe,61,5,100,0,0,0,0,0,0,0,0,0,100
4220,JKT-IX Surabaya,,Surabaya,ID,Asia Pacific,55,1,0,0,100,0,0,0,0,0,0,0,100
4259,Accra Internet Exchange LBG,Accra Internet Exchange,Accra,GH,Africa,22,1,0,0,0,0,0,0,0,100,0,0,100
4361,MegaIX Atlanta,Megaport MegaIX Atlanta,Atlanta,US,North America,10,13,0,0,0,0,0,100,0,0,0,0,100
4362,MegaIX Miami,Megaport MegaIX Miami,Miami,US,North America,10,4,0,0,0,0,0,100,0,0,0,0,100
4363,MegaIX Denver,Megaport MegaIX Denver,Denver,US,North America,7,10,0,0,0,0,0,100,0,0,0,0,100
4545,Conex - IXP,,Lima,PE,South America,10,0,100,0,0,0,0,0,0,0,0,0,100
4550,NIX Monterrey,NIX Monterrey,Monterrey,MX,North America,9,0,0,100,0,0,0,0,0,0,0,0,100
4602,FD-IX - Chicago,,Chicago,US,North America,4,5,0,0,0,0,0,100,0,0,0,0,100
4693,France-IX Bordeaux,,Bordeaux,FR,Europe,3,1,100,0,0,0,0,0,0,0,0,0,100
4711,MegaIX Osaka,,Osaka,JP,Asia Pacific,4,7,0,0,0,0,0,100,0,0,0,0,100
4774,OMNIIX INDONESIA,Omni Internet Exchange,"Batam, Jakarta",ID,Asia Pacific,43,9,0,0,0,0,0,0,0,0,0,100,100
4797,MIX Thessaloniki,,Thessaloniki,GR,Europe,15,1,0,0,0,0,0,100,0,0,0,0,100
4996,1-BG FREE,,Sofia,BG,Europe,19,3,100,0,0,0,0,0,0,0,0,0,100
5011,nine - six in Paris,,Paris,FR,Europe,9,11,100,0,0,0,0,0,0,0,0,0,100
5040,France-IX Paris Essentiel,,Paris,FR,Europe,5,1,100,0,0,0,0,0,0,0,0,0,100
128,SOLIX MTU1500,Stockholm Open Local Internet Exchange MTU1500,Stockholm,SE,Europe,50,5,10,0,0,0,0,30,0,0,30,0,70
97,APE,Auckland Peering Exchange,Auckland,NZ,Australia,28,10,10,0,20,0,0,10,0,20,0,0,60
1926,Equinix Dublin,Equinix Internet Exchange Dublin,Dublin,IE,Europe,16,4,20,0,0,10,0,20,0,0,10,0,60
3717,PIT - Colombia - Medellin,,Medellin,CO,South America,11,1,60,0,0,0,0,0,0,0,0,0,60
2633,Equinix Barcelona,Equinix Internet Exchange Barcelona,Barcelona,ES,Europe,11,1,10,0,0,10,10,20,0,0,0,0,50
2685,Equinix Seoul,Equinix Internet Exchange Seoul,Seoul,KR,Asia Pacific,10,2,10,0,0,20,0,20,0,0,0,0,50
3184,SEECIX,South East Europe Cloud & Interconnection Exchange powered by DE-CIX,Athens,GR,Europe,17,1,10,0,0,20,0,20,0,0,0,0,50
4109,PIT - Colombia - Cali,PIT Cali,Cali,CO,South America,13,1,50,0,0,0,0,0,0,0,0,0,50
4518,CXC Denpasar,CLOUDXCHANGE,Denpasar,ID,Asia Pacific,55,3,30,0,0,0,0,0,0,0,0,20,50
628,KINIX,KINshasa Internet eXchange,Kinshasa,CD,Africa,23,2,40,0,0,0,0,0,0,0,0,0,40
1089,T-CIX,T-CIX,Sofia,BG,Europe,11,1,10,0,0,0,0,10,0,0,20,0,40
1174,MegaIX Seattle,Megaport MegaIX Seattle,Seattle,US,North America,16,8,10,0,0,0,0,10,0,0,20,0,40
1354,LebIX,Beirut Internet Exchange - Lebanon,Beirut,LB,Middle East,17,1,40,0,0,0,0,0,0,0,0,0,40
1419,SIX Stavanger,SIX Stavanger,Stavanger,NO,Europe,10,1,0,0,0,40,0,0,0,0,0,0,40
2130,Equinix Madrid,Equinix Internet Exchange Madrid,Madrid,ES,Europe,12,1,0,0,0,0,0,20,0,0,20,0,40
2522,KRIX(SEJONG),Korea Internet Exchange,Seoul,KR,Asia Pacific,10,1,20,0,0,0,0,0,0,0,20,0,40
2797,CHC-IX (Christchurch NZ),"New Zealand Internet Exchange, Christchurch",Christchurch,NZ,Asia Pacific,16,2,20,0,0,0,0,0,0,20,0,0,40
3106,DACS-IX West,DACS-IX West Region,Silicon Valley,US,North America,10,2,0,0,0,0,0,40,0,0,0,0,40
3422,kremen-IX,,Kremenchuk,UA,Europe,9,2,0,0,0,0,0,0,0,0,40,0,40
3708,X3M-IX,X3M Infra Pvt Ltd,Mumbai,IN,Asia Pacific,6,1,20,20,0,0,0,0,0,0,0,0,40
4066,CitraIX Surakarta,Citranet Internet Exchange Surakarta,Surakarta,ID,Asia Pacific,17,1,40,0,0,0,0,0,0,0,0,0,40
4133,WSNL-IX,WSNL INTERNET EXCHANGE PRIVATE LIMITED,Mumbai,IN,Asia Pacific,7,0,20,0,0,0,0,0,0,0,20,0,40
4444,CitraIX Semarang,Citranet Internet Exchange Semarang,Semarang,ID,Asia Pacific,11,1,40,0,0,0,0,0,0,0,0,0,40
93,SOX,Singapore Open Exchange,Singapore,SG,Asia Pacific,12,2,0,0,0,20,0,10,0,0,0,0,30
230,POZIX,Poznan Internet Exchange,Poznan,PL,Europe,29,6,0,0,0,0,0,10,0,0,20,0,30
694,GIXA,Ghana Internet Exchange Association,Accra,GH,Africa,24,5,0,0,10,0,0,0,0,0,20,0,30
833,TPAIX,Tampa Internet Exchange,Tampa,US,North America,24,2,10,0,0,0,0,20,0,0,0,0,30
940,TTIX,Trinidad and Tobago Internet Exchange,Barataria,TT,South America,11,1,0,0,30,0,0,0,0,0,0,0,30
2276,IXP.mk,Faculty of Computer Science and Engineering - IXP.mk,Skopje,MK,Europe,17,3,20,0,0,0,0,10,0,0,0,0,30
2365,CHIX-CH,CHIXSWITZERLAND,Frauenfeld,CH,Europe,68,11,10,0,0,0,0,10,0,0,10,0,30
2729,BFIX Ouagadougou,Burkina Faso Internet Exchange Point (BFIX) Ouaga,Ouagadougou,BF,Africa,16,3,30,0,0,0,0,0,0,0,0,0,30
3440,Borneo-IX,,Bandar Seri Begawan,BN,Asia Pacific,11,4,10,0,0,0,0,0,0,0,0,20,30
3568,WLG-IX (Wellington NZ),,Wellington,NZ,Australia,24,2,10,0,0,0,0,0,0,20,0,0,30
3702,SOLIX MTU4470,Stockholm Open Local Internet Exchange MTU4470,Stockholm,SE,Europe,18,5,0,0,0,0,0,30,0,0,0,0,30
4252,irix Internet Exchange,,Kuching,MY,Asia Pacific,2,1,30,0,0,0,0,0,0,0,0,0,30
190,TLLIX,Tallinn Internet Exchange,Tallinn,EE,Europe,6,0,10,0,0,0,0,10,0,0,0,0,20
348,WIX-NZ,Wellington Internet Exchange,Wellington,NZ,Australia,18,4,0,0,0,0,0,0,0,20,0,0,20
760,CyrusOne IX Phoenix,CyrusOne Internet Exchange,Phoenix,US,North America,2,0,0,0,0,0,0,20,0,0,0,0,20
851,ArmIX,Armenian Internet Exchange,Yerevan,AM,Europe,33,0,0,0,20,0,0,0,0,0,0,0,20
1038,NashIX,Nashville Internet Exchange,Nashville,US,North America,7,1,10,0,0,0,0,10,0,0,0,0,20
1829,YXEIX,Saskatoon Internet Exchange Inc,Saskatoon,CA,North America,25,1,10,0,0,0,0,10,0,0,0,0,20
2035,Eurasia Peering IX,Eurasia Peering LLC,Moscow,RU,Europe,136,2,20,0,0,0,0,0,0,0,0,0,20
2286,FD-IX - Ohio,MidWest-IX - Ohio,"Cleveland, Ohio",US,North America,5,10,0,0,0,0,0,20,0,0,0,0,20
2301,MARIIX,Mariana Islands Internet Exchange,Mangilao,GU,Asia Pacific,9,1,10,0,0,0,0,10,0,0,0,0,20
3019,PITER-IX Riga,PITER-IX Riga,Riga,LV,Europe,69,1,0,0,0,0,0,20,0,0,0,0,20
3322,ABQIX,,Albuquerque,US,North America,12,4,10,0,0,0,0,10,0,0,0,0,20
3403,NAPAfrica MAPS Johannesburg,MAPS @ NAPAfrica Johannesburg,Johannesburg,ZA,Africa,26,1,0,0,0,20,0,0,0,0,0,0,20
4271,Pakistan Internet Exchange (PIE) Karachi,Pakistan Internet Exchange (PIE) Karachi powered by DE-CIX,Karachi,PK,Asia Pacific,8,1,0,0,0,0,0,0,0,0,0,20,20
4446,LIONEX1,Lilongwe Open Neutral Internet Exchange,Lilongwe,MW,Africa,5,0,20,0,0,0,0,0,0,0,0,0,20
89,MadIX,Madison Internet Exchange,Madison,US,North America,17,2,0,0,0,0,0,10,0,0,0,0,10
192,Netnod Gothenburg -- MTU1500,Netnod AB,Gothenburg,SE,Europe,16,2,10,0,0,0,0,0,0,0,0,0,10
392,MD-IX,Moldova Internet Exchange,Chisinau,MD,Europe,14,2,10,0,0,0,0,0,0,0,0,0,10
435,IXLeeds,Leeds Internet Exchange,Leeds / Western Yorkshire,GB,Europe,19,1,0,0,0,0,0,10,0,0,0,0,10
526,LIXP,Lithuanian Internet eXchange Point,Vilnius,LT,Europe,11,2,10,0,0,0,0,0,0,0,0,0,10
563,JXIX,Jacksonville Internet Exchange,Jacksonville,US,North America,13,2,0,0,0,0,0,10,0,0,0,0,10
745,LINX Scotland,LINX Scotland,Scotland,GB,Europe,32,2,0,0,0,0,0,10,0,0,0,0,10
810,CIVIX,Cote d'Ivoire Internet Exchange Point (CIVIX),Abidjan,CI,Africa,14,0,0,0,10,0,0,0,0,0,0,0,10
864,BR-IX,Brno University of Technology,Brno,CZ,Europe,8,2,0,0,0,0,0,0,0,0,10,0,10
938,TahoeIX,Tahoe Internet Exchange,Reno,US,North America,12,2,0,0,0,0,0,10,0,0,0,0,10
976,IX Australia Canberra (ACT-IX),Australian Capital Territory Internet Exchange,Canberra,AU,Australia,7,2,10,0,0,0,0,0,0,0,0,0,10
1131,DE-CIX Palermo,,Palermo,IT,Europe,18,1,10,0,0,0,0,0,0,0,0,0,10
1169,YEGIX,YEGIX Edmonton Internet Exchange,Edmonton,CA,North America,9,1,0,0,0,0,0,10,0,0,0,0,10
1242,W-IX,,Moscow,RU,Europe,66,5,10,0,0,0,0,0,0,0,0,0,10
1533,inet2,,"Mowsow, St.Petersburg, Novosibirsk, Ekaterinburg",RU,Europe,6,0,10,0,0,0,0,0,0,0,0,0,10
